MUNICIPIO,MUNIC,POPULACAO,TOTAL_PER_CAPITA,COD_IBGE_SMALL,COD_IBGE,UF,TOTAL
NOVA SANTA RITA,NOVA SANTA RITA-RS,22177,3.8334761239,431337,4313375,RS,85015
NOVA SANTA ROSA,NOVA SANTA ROSA-PR,7893,1.2669453947,411722,4117222,PR,10000
NOVA SERRANA,NOVA SERRANA-MG,65176,1.0419183442,314520,3145208,MG,67908.0699999999
NOVA SOURE,NOVA SOURE-BA,26666,2.4682648316,292290,2922904,BA,65818.75
NOVA TEBAS,NOVA TEBAS-PR,8401,3.6035710035,411727,4117271,PR,30273.6
NOVA TIMBOTEUA,NOVA TIMBOTEUA-PA,12568,1.7775302355,150500,1505007,PA,22340
NOVA TRENTO,NOVA TRENTO-SC,11832,1.0640635565,421150,4211504,SC,12590
NOVA UBIRATÃ,NOVA UBIRATÃ-MT,8125,0.6594203077,510624,5106240,MT,5357.79
NOVA UNIÃO,NOVA UNIÃO-MG,5636,1.1925124202,313660,3136603,MG,6721
NOVA UNIÃO,NOVA UNIÃO-RO,7978,5.5325432439,110143,1101435,RO,44138.63
NOVA VENÉCIA,NOVA VENÉCIA-ES,46080,1.3238474392,320390,3203908,ES,61002.89
NOVA VENEZA,NOVA VENEZA-GO,7168,8.75,521500,5215009,GO,62720
NOVA VENEZA,NOVA VENEZA-SC,13032,1.3144567219,421160,4211603,SC,17130
NOVA VIÇOSA,NOVA VIÇOSA-BA,36032,0.2080442385,292300,2923001,BA,7496.25
NOVA XAVANTINA,NOVA XAVANTINA-MT,19268,4.9333610131,510625,5106257,MT,95056
NOVAIS,NOVAIS-SP,3908,1.4738996929,353325,3533254,SP,5760
NOVO ACORDO,NOVO ACORDO-TO,3870,1.5555555556,171510,1715101,TO,6020
NOVO AIRÃO,NOVO AIRÃO-AM,15343,2.0406700124,130320,1303205,AM,31310
NOVO ALEGRE,NOVO ALEGRE-TO,1848,10.8225108225,171515,1715150,TO,20000
NOVO ARIPUANÃ,NOVO ARIPUANÃ-AM,18796,0.4309427538,130330,1303304,AM,8100
NOVO BARREIRO,NOVO BARREIRO-RS,3981,1.8801808591,431349,4313490,RS,7485
NOVO BRASIL,NOVO BRASIL-GO,3454,16.8691372322,521520,5215207,GO,58266
NOVO CABRAIS,NOVO CABRAIS-RS,3926,1.9103413143,431339,4313391,RS,7500
NOVO CRUZEIRO,NOVO CRUZEIRO-MG,31264,1.901156282,314530,3145307,MG,59437.75
NOVO GAMA,NOVO GAMA-GO,87558,0.953768245,521523,5215231,GO,83510.04
NOVO HAMBURGO,NOVO HAMBURGO-RS,255945,1.7958121471,431340,4313409,RS,459629.140000002
NOVO HORIZONTE,NOVO HORIZONTE-BA,10860,1.2297421731,292303,2923035,BA,13355
NOVO HORIZONTE,NOVO HORIZONTE-SC,2970,3.0471380471,421165,4211652,SC,9050
NOVO HORIZONTE,NOVO HORIZONTE-SP,35942,2.6791177453,353350,3533502,SP,96292.85
NOVO HORIZONTE DO OESTE,NOVO HORIZONTE DO OESTE-RO,9966,8.5293257074,110050,1100502,RO,85003.26
NOVO HORIZONTE DO SUL,NOVO HORIZONTE DO SUL-MS,5074,6.4048502168,500625,5006259,MS,32498.21
NOVO ITACOLOMI,NOVO ITACOLOMI-PR,2816,5.5401988636,411729,4117297,PR,15601.2
NOVO JARDIM,NOVO JARDIM-TO,2492,2.6555698234,171525,1715259,TO,6617.68
NOVO LINO,NOVO LINO-AL,12266,7.9387518343,270560,2705606,AL,97376.73
NOVO MACHADO,NOVO MACHADO-RS,4293,12.7940368041,431342,4313425,RS,54924.8
NOVO MUNDO,NOVO MUNDO-MT,7015,12.330719886,510626,5106265,MT,86500
NOVO ORIENTE,NOVO ORIENTE-CE,28485,3.0988239424,230940,2309409,CE,88270
NOVO ORIENTE DE MINAS,NOVO ORIENTE DE MINAS-MG,10698,0.5608524958,314535,3145356,MG,6000
NOVO ORIENTE DO PIAUÍ,NOVO ORIENTE DO PIAUÍ-PI,6367,15.6089304225,220690,2206902,PI,99382.06
NOVO PROGRESSO,NOVO PROGRESSO-PA,21843,7.6034885318,150503,1505031,PA,166083
NOVO REPARTIMENTO,NOVO REPARTIMENTO-PA,54506,1.6114970829,150506,1505064,PA,87836.26
NOVO SANTO ANTÔNIO,NOVO SANTO ANTÔNIO-PI,3481,37.1330077564,220695,2206951,PI,129260
NOVO SÃO JOAQUIM,NOVO SÃO JOAQUIM-MT,7047,2.5417723854,510628,5106281,MT,17911.87
NOVO TIRADENTES,NOVO TIRADENTES-RS,2391,19.3161856964,431344,4313441,RS,46185
NOVO TRIUNFO,NOVO TRIUNFO-BA,14666,3.950429565,292305,2923050,BA,57937
NOVO XINGU,NOVO XINGU-RS,1920,22.8385416667,431346,4313466,RS,43850
NOVORIZONTE,NOVORIZONTE-MG,5092,4.086802828,314537,3145372,MG,20810
NUPORANGA,NUPORANGA-SP,6945,8.271850252,353360,3533601,SP,57448
ÓBIDOS,ÓBIDOS-PA,48287,0.1449665541,150510,1505106,PA,7000
OCARA,OCARA-CE,24371,0.7320175619,230945,2309458,CE,17840
OEIRAS,OEIRAS-PI,36082,4.1073285849,220700,2207009,PI,148200.63
OEIRAS DO PARÁ,OEIRAS DO PARÁ-PA,26487,5.1772284517,150520,1505205,PA,137129.25
ÓLEO,ÓLEO-SP,2729,1.8633198974,353380,3533809,SP,5085
OLHO D'ÁGUA,OLHO D'ÁGUA-PB,7666,1.1643008088,251040,2510402,PB,8925.53
OLHO D'ÁGUA DAS CUNHÃS,OLHO D'ÁGUA DAS CUNHÃS-MA,17868,0.8730691739,210740,2107407,MA,15600
OLHO D'ÁGUA DAS FLORES,OLHO D'ÁGUA DAS FLORES-AL,20465,4.3874458832,270570,2705705,AL,89789.08
OLHO D'ÁGUA DO BORGES,OLHO D'ÁGUA DO BORGES-RN,,,,,RN,76595
OLHO D'ÁGUA DO CASADO,OLHO D'ÁGUA DO CASADO-AL,8388,6.6473533619,270580,2705804,AL,55758
OLHO D'ÁGUA DO PIAUÍ,OLHO D'ÁGUA DO PIAUÍ-PI,2713,0.5138223369,220710,2207108,PI,1394
OLHO D'ÁGUA GRANDE,OLHO D'ÁGUA GRANDE-AL,4956,14.4532808717,270590,2705903,AL,71630.46
OLHOS D'ÁGUA,OLHOS D'ÁGUA-MG,,,,,MG,2030
OLÍMPIA,OLÍMPIA-SP,50215,0.145374888,353390,3533908,SP,7300
OLÍMPIO NORONHA,OLÍMPIO NORONHA-MG,2619,0.5861970218,314550,3145505,MG,1535.25
OLINDA,OLINDA-PE,394850,0.2215144992,260960,2609600,PE,87465
OLINDA NOVA DO MARANHÃO,OLINDA NOVA DO MARANHÃO-MA,12456,0.5619781631,210745,2107456,MA,7000
OLINDINA,OLINDINA-BA,24516,0.9365312449,292310,2923100,BA,22960
OLIVEDOS,OLIVEDOS-PB,3585,4.8647140865,251050,2510501,PB,17440
OLIVEIRA,OLIVEIRA-MG,39063,1.7049279369,314560,3145604,MG,66599.6
OLIVEIRA DE FÁTIMA,OLIVEIRA DE FÁTIMA-TO,1114,81.3682046679,171550,1715507,TO,90644.18
OLIVEIRA DOS BREJINHOS,OLIVEIRA DOS BREJINHOS-BA,23436,0.3493770268,292320,2923209,BA,8188
OLIVENÇA,OLIVENÇA-AL,10828,2.0656307721,270600,2706000,AL,22366.65
ONÇA DE PITANGUI,ONÇA DE PITANGUI-MG,3118,1.624599102,314580,3145802,MG,5065.5
ONDA VERDE,ONDA VERDE-SP,3953,2.4325828485,353400,3534005,SP,9616
ORATÓRIOS,ORATÓRIOS-MG,4525,2.639558011,314585,3145851,MG,11944
ORIENTE,ORIENTE-SP,6341,0.7296640908,353410,3534104,SP,4626.8
ORINDIÚVA,ORINDIÚVA-SP,5294,4.8983755195,353420,3534203,SP,25932
ORIXIMINÁ,ORIXIMINÁ-PA,57765,1.3022591535,150530,1505304,PA,75225
ORIZÂNIA,ORIZÂNIA-MG,7026,0.2822374039,314587,3145877,MG,1983
ORIZONA,ORIZONA-GO,15015,1.3333333333,521530,5215306,GO,20020
ORLÂNDIA,ORLÂNDIA-SP,37422,2.5801627385,353430,3534302,SP,96554.8499999999
ORLEANS,ORLEANS-SC,21590,1.6535433071,421170,4211702,SC,35700
OROBÓ,OROBÓ-PE,22244,0.065635677,260970,2609709,PE,1460
OROCÓ,OROCÓ-PE,13968,2.1091852806,260980,2609808,PE,29461.1
ORÓS,ORÓS-CE,21824,1.6788691349,230950,2309508,CE,36639.64
ORTIGUEIRA,ORTIGUEIRA-PR,25043,0.2795192269,411730,4117305,PR,7000
OSASCO,OSASCO-SP,713066,2.2996158701,353440,3534401,SP,1639777.89
OSCAR BRESSANE,OSCAR BRESSANE-SP,2540,1.968503937,353450,3534500,SP,5000
OSÓRIO,OSÓRIO-RS,41161,6.0866026093,431350,4313508,RS,250530.65
OSVALDO CRUZ,OSVALDO CRUZ-SP,31317,0.3419548488,353460,3534609,SP,10709
OTACÍLIO COSTA,OTACÍLIO COSTA-SC,16359,0.3426248548,421175,4211751,SC,5605
OURÉM,OURÉM-PA,15719,2.7272727273,150540,1505403,PA,42870
OURIÇANGAS,OURIÇANGAS-BA,8081,1.7478034897,292330,2923308,BA,14124
OURICURI,OURICURI-PE,66077,1.6954462218,260990,2609907,PE,112030
OURILÂNDIA DO NORTE,OURILÂNDIA DO NORTE-PA,21171,16.1448864012,150543,1505437,PA,341803.39
OURINHOS,OURINHOS-SP,103631,1.235070201,353470,3534708,SP,127991.56
OURIZONA,OURIZONA-PR,3384,0.4403073286,411740,4117404,PR,1490
OURO,OURO-SC,7266,5.220685384,421180,4211801,SC,37933.5
OURO BRANCO,OURO BRANCO-AL,11381,2.3291995431,270610,2706109,AL,26508.62
OURO BRANCO,OURO BRANCO-MG,35029,2.3647931714,314590,3145901,MG,82836.3399999999
OURO BRANCO,OURO BRANCO-RN,5124,4.994047619,240850,2408508,RN,25589.5
OURO FINO,OURO FINO-MG,32365,1.7800092693,314600,3146008,MG,57610
OURO PRETO,OURO PRETO-MG,69251,2.2029982239,314610,3146107,MG,152559.83
OURO PRETO DO OESTE,OURO PRETO DO OESTE-RO,37142,9.2557724409,110015,1100155,RO,343777.9
OURO VELHO,OURO VELHO-PB,3057,2.5613346418,251060,2510600,PB,7830
OURO VERDE,OURO VERDE-SP,8074,0.683675997,353480,3534807,SP,5520
OURO VERDE DE GOIÁS,OURO VERDE DE GOIÁS-GO,4580,23.6368995633,521540,5215405,GO,108257
OURO VERDE DE MINAS,OURO VERDE DE MINAS-MG,7128,2.5364758698,314620,3146206,MG,18080
OURO VERDE DO OESTE,OURO VERDE DO OESTE-PR,5636,0.8871540099,411745,4117453,PR,5000
OUROESTE,OUROESTE-SP,7482,1.9547580861,353475,3534757,SP,14625.5
OUROLÂNDIA,OUROLÂNDIA-BA,16933,2.5708380086,292335,2923357,BA,43532
OUVIDOR,OUVIDOR-GO,4952,2.4903372375,521550,5215504,GO,12332.15
PACAEMBU,PACAEMBU-SP,13672,0.0793592744,353490,3534906,SP,1085
PACAJÁ,PACAJÁ-PA,40768,1.3358516484,150548,1505486,PA,54460
PACAJUS,PACAJUS-CE,58281,0.2169660781,230960,2309607,CE,12645
PACARAIMA,PACARAIMA-RR,9019,0.8870162989,140045,1400456,RR,8000
PACATUBA,PACATUBA-CE,70018,0.9166857094,230970,2309706,CE,64184.5
PACATUBA,PACATUBA-SE,12756,0.2383192223,280490,2804904,SE,3040
PAÇO DO LUMIAR,PAÇO DO LUMIAR-MA,101452,3.526057643,210750,2107506,MA,357725.6
PACOTI,PACOTI-CE,11473,2.2638255034,230980,2309805,CE,25972.87
PACUJÁ,PACUJÁ-CE,6184,5.8564036223,230990,2309904,CE,36216
PADRE BERNARDO,PADRE BERNARDO-GO,27429,2.4607816545,521560,5215603,GO,67496.78
PADRE CARVALHO,PADRE CARVALHO-MG,6092,5.2249474721,314625,3146255,MG,31830.38
PADRE MARCOS,PADRE MARCOS-PI,7551,0.8499470269,220720,2207207,PI,6417.95
PADRE PARAÍSO,PADRE PARAÍSO-MG,18774,3.0171449877,314630,3146305,MG,56643.88
PAES LANDIM,PAES LANDIM-PI,4517,9.3867611246,220730,2207306,PI,42400
PAI PEDRO,PAI PEDRO-MG,6186,0.4849660524,314655,3146552,MG,3000
PAIAL,PAIAL-SC,1852,12.5269978402,421187,4211876,SC,23200
PAIÇANDU,PAIÇANDU-PR,36336,0.6269556363,411750,4117503,PR,22781.06
PAIM FILHO,PAIM FILHO-RS,4558,4.4826678368,431360,4313607,RS,20432
PAINEIRAS,PAINEIRAS-MG,4696,1.9712521295,314640,3146404,MG,9257
PAINEL,PAINEL-SC,2360,11.7118644068,421189,4211892,SC,27640
PAINS,PAINS-MG,8420,3.0910973872,314650,3146503,MG,26027.04
PAJEÚ DO PIAUÍ,PAJEÚ DO PIAUÍ-PI,3721,3.2518140285,220735,2207355,PI,12100
PALESTINA,PALESTINA-AL,5024,0.4578025478,270620,2706208,AL,2300
PALESTINA,PALESTINA-SP,11153,7.9987868735,353500,3535002,SP,89210.4699999999
PALESTINA DO PARÁ,PALESTINA DO PARÁ-PA,7329,0.6139991813,150549,1505494,PA,4500
PALHANO,PALHANO-CE,9173,16.5521639594,231000,2310001,CE,151833
PALHOÇA,PALHOÇA-SC,128360,0.5445621689,421190,4211900,SC,69900
PALMA,PALMA-MG,6249,10.2045879341,314670,3146701,MG,63768.47
PALMA SOLA,PALMA SOLA-SC,8157,1.0631972539,421200,4212007,SC,8672.5
PALMÁCIA,PALMÁCIA-CE,10755,0.6593602975,231010,2310100,CE,7091.42
PALMARES,PALMARES-PE,58584,0.4928990851,261000,2610004,PE,28876
PALMARES DO SUL,PALMARES DO SUL-RS,11901,3.372069574,431365,4313656,RS,40131
PALMARES PAULISTA,PALMARES PAULISTA-SP,11444,0.3355470115,353510,3535101,SP,3840
PALMAS,PALMAS-PR,42643,0.0070351523,411760,4117602,PR,300
PALMAS,PALMAS-TO,184010,4.1812247704,172100,1721000,TO,769387.17
PALMAS DE MONTE ALTO,PALMAS DE MONTE ALTO-BA,21896,3.370250274,292340,2923407,BA,73795
PALMEIRA,PALMEIRA-PR,32282,0.220246577,411770,4117701,PR,7110
PALMEIRA D'OESTE,PALMEIRA D'OESTE-SP,9771,2.0463616825,353520,3535200,SP,19995
PALMEIRA DAS MISSÕES,PALMEIRA DAS MISSÕES-RS,34456,1.2435250755,431370,4313706,RS,42846.9
PALMEIRA DO PIAUÍ,PALMEIRA DO PIAUÍ-PI,5128,12.0889352574,220740,2207405,PI,61992.06
PALMEIRA DOS ÍNDIOS,PALMEIRA DOS ÍNDIOS-AL,72202,0.7731780283,270630,2706307,AL,55825
PALMEIRAIS,PALMEIRAIS-PI,14117,15.3796840689,220750,2207504,PI,217115
PALMEIRANTE,PALMEIRANTE-TO,4837,1.1350010337,171570,1715705,TO,5490
PALMEIRAS,PALMEIRAS-BA,8358,8.4946470447,292350,2923506,BA,70998.26
PALMEIRAS DE GOIÁS,PALMEIRAS DE GOIÁS-GO,22353,4.0771529549,521570,5215702,GO,91136.6000000001
PALMEIRAS DO TOCANTINS,PALMEIRAS DO TOCANTINS-TO,4672,5.1177226027,171380,1713809,TO,23910
PALMEIRÓPOLIS,PALMEIRÓPOLIS-TO,8366,1.1886684198,171575,1715754,TO,9944.4
PALMELO,PALMELO-GO,2324,0.3872633391,521580,5215801,GO,900
PALMINÓPOLIS,PALMINÓPOLIS-GO,3745,6.1305740988,521590,5215900,GO,22959
PALMITAL,PALMITAL-PR,15699,1.3242881712,411780,4117800,PR,20790
PALMITAL,PALMITAL-SP,22190,0.7578864353,353530,3535309,SP,16817.5
PALMITINHO,PALMITINHO-RS,7122,54.9682673406,431380,4313805,RS,391484
PALMITOS,PALMITOS-SC,16557,9.4214531618,421210,4212106,SC,155991
PALMÓPOLIS,PALMÓPOLIS-MG,7010,4.7132667618,314675,3146750,MG,33040
PALOTINA,PALOTINA-PR,28691,0.4422989788,411790,4117909,PR,12690
PANAMÁ,PANAMÁ-GO,2678,5.3348020911,521600,5216007,GO,14286.6
PANAMBI,PANAMBI-RS,38249,1.3705717797,431390,4313904,RS,52423
PANCAS,PANCAS-ES,18690,2.0611021937,320400,3204005,ES,38522
PANELAS,PANELAS-PE,25555,0.1177851692,261020,2610202,PE,3010
PANORAMA,PANORAMA-SP,14502,0.2741346021,353540,3535408,SP,3975.5
PANTANO GRANDE,PANTANO GRANDE-RS,9913,1.477857359,431395,4313953,RS,14650
PÃO DE AÇÚCAR,PÃO DE AÇÚCAR-AL,24537,2.0495578107,270640,2706406,AL,50290
PAPANDUVA,PAPANDUVA-SC,17605,7.6245458677,421220,4212205,SC,134230.13
PAQUETÁ,PAQUETÁ-PI,4662,9.1996096096,220755,2207553,PI,42888.58
PARÁ DE MINAS,PARÁ DE MINAS-MG,83282,2.0678537979,314710,3147105,MG,172215
PARACAMBI,PARACAMBI-RJ,44629,3.44484528,330360,3303609,RJ,153740
PARACATU,PARACATU-MG,82850,1.8511186482,314700,3147006,MG,153365.18
PARACURU,PARACURU-CE,32116,1.855150081,231020,2310209,CE,59580
PARAGOMINAS,PARAGOMINAS-PA,95479,0.0574157668,150550,1505502,PA,5482
PARAGUAÇU,PARAGUAÇU-MG,20307,0.1551189245,314720,3147204,MG,3150
PARAGUAÇU PAULISTA,PARAGUAÇU PAULISTA-SP,44249,0.8916687383,353550,3535507,SP,39455.45
PARAÍ,PARAÍ-RS,6895,0.0725163162,431400,4314001,RS,500
PARAÍBA DO SUL,PARAÍBA DO SUL-RJ,41315,0.0796320949,330370,3303708,RJ,3290
PARAIBANO,PARAIBANO-MA,20048,3.0695181564,210770,2107704,MA,61537.7
PARAIBUNA,PARAIBUNA-SP,16863,0.8132004981,353560,3535606,SP,13713
PARAIPABA,PARAIPABA-CE,29503,0.9829508864,231025,2310258,CE,29000
PARAÍSO,PARAÍSO-SC,4259,0.1643578305,421223,4212239,SC,700
PARAÍSO,PARAÍSO-SP,5785,0.1901469317,353570,3535705,SP,1100
PARAÍSO DO NORTE,PARAÍSO DO NORTE-PR,11743,2.7165119646,411800,4118006,PR,31900
PARAÍSO DO SUL,PARAÍSO DO SUL-RS,7609,1.5442239453,431402,4314027,RS,11750
PARAÍSO DO TOCANTINS,PARAÍSO DO TOCANTINS-TO,41500,8.8169898795,171610,1716109,TO,365905.08
PARAISÓPOLIS,PARAISÓPOLIS-MG,18734,1.5153998078,314730,3147303,MG,28389.5
PARAMBU,PARAMBU-CE,31983,0.4158459181,231030,2310308,CE,13300
PARAMIRIM,PARAMIRIM-BA,20756,3.3004914242,292360,2923605,BA,68505
PARAMOTI,PARAMOTI-CE,12032,3.2746010638,231040,2310407,CE,39400
PARANÁ,PARANÁ-RN,4004,6.5244755245,240860,2408607,RN,26124
PARANÃ,PARANÃ-TO,10794,1.4707078006,171620,1716208,TO,15874.82
PARANACITY,PARANACITY-PR,9876,1.220635885,411810,4118105,PR,12055
PARANAGUÁ,PARANAGUÁ-PR,138748,0.7121111656,411820,4118204,PR,98804
PARANAÍBA,PARANAÍBA-MS,40118,0.6385163767,500630,5006309,MS,25616
PARANAIGUARA,PARANAIGUARA-GO,7899,3.0966717306,521630,5216304,GO,24460.61
PARANAÍTA,PARANAÍTA-MT,11950,1.7364016736,510629,5106299,MT,20750
PARANAPUÃ,PARANAPUÃ-SP,3732,0.2639335477,353590,3535903,SP,985
PARANATINGA,PARANATINGA-MT,20874,5.7982078183,510630,5106307,MT,121031.79
PARANAVAÍ,PARANAVAÍ-PR,82133,0.2627445728,411840,4118402,PR,21580
PARAOPEBA,PARAOPEBA-MG,23146,0.0151214033,314740,3147402,MG,350
PARAPUÃ,PARAPUÃ-SP,11383,0.4331019942,353600,3536000,SP,4930
PARARI,PARARI-PB,1283,18.1332813718,251065,2510659,PB,23265
PARATINGA,PARATINGA-BA,29693,0.6567204392,292370,2923704,BA,19500
PARATY,PARATY-RJ,,,,,RJ,34100
PARAÚ,PARAÚ-RN,3988,7.6916624875,240870,2408706,RN,30674.35
PARAUAPEBAS,PARAUAPEBAS-PA,145326,4.0369470019,150553,1505536,PA,586673.36
PARAÚNA,PARAÚNA-GO,11283,8.6527563591,521640,5216403,GO,97629.05
PARAZINHO,PARAZINHO-RN,4920,2.0328353659,240880,2408805,RN,10001.55
PARDINHO,PARDINHO-SP,5285,18.352896878,353610,3536109,SP,96995.06
PARECI NOVO,PARECI NOVO-RS,3236,0.0154511743,431403,4314035,RS,50
PARECIS,PARECIS-RO,4696,26.2138011073,110145,1101450,RO,123100.01
PARELHAS,PARELHAS-RN,20566,7.6146795682,240890,2408904,RN,156603.5
PARICONHA,PARICONHA-AL,10505,20.3854355069,270642,2706422,AL,214149
PARINTINS,PARINTINS-AM,105742,0.8389353332,130340,1303403,AM,88710.7
PARIPIRANGA,PARIPIRANGA-BA,29459,0.5687905224,292380,2923803,BA,16756
PARIPUEIRA,PARIPUEIRA-AL,10027,3.9642963997,270644,2706448,AL,39750
PARIQUERA-AÇU,PARIQUERA-AÇU-SP,18815,0.5580653734,353620,3536208,SP,10500
PARISI,PARISI-SP,2132,0.6566604128,353625,3536257,SP,1400
PARNAGUÁ,PARNAGUÁ-PI,10611,5.2843464329,220760,2207603,PI,56072.2
PARNAÍBA,PARNAÍBA-PI,144892,6.0746470475,220770,2207702,PI,880167.76
PARNAMIRIM,PARNAMIRIM-PE,19813,2.2344102357,261040,2610400,PE,44270.37
PARNAMIRIM,PARNAMIRIM-RN,178819,2.2091472383,240325,2403251,RN,395037.5
PARNARAMA,PARNARAMA-MA,35972,0.1111975981,210780,2107803,MA,4000
PAROBÉ,PAROBÉ-RS,51036,5.9147464535,431405,4314050,RS,301865
PASSA E FICA,PASSA E FICA-RN,10718,1.907072215,240910,2409100,RN,20440
PASSA QUATRO,PASSA QUATRO-MG,15821,0.0218064598,314760,3147600,MG,345
PASSA SETE,PASSA SETE-RS,5225,3.4828095694,431406,4314068,RS,18197.68
PASSA TEMPO,PASSA TEMPO-MG,8762,0.187638667,314770,3147709,MG,1644.09
PASSAGEM,PASSAGEM-PB,2183,4.2750297755,251070,2510709,PB,9332.39
PASSAGEM,PASSAGEM-RN,2704,11.211908284,240920,2409209,RN,30317
PASSAGEM FRANCA DO PIAUÍ,PASSAGEM FRANCA DO PIAUÍ-PI,4245,17.7468881037,220775,2207751,PI,75335.54
PASSIRA,PASSIRA-PE,28598,0.8392195258,261050,2610509,PE,24000
PASSO DE CAMARAGIBE,PASSO DE CAMARAGIBE-AL,14225,4.8342706503,270650,2706505,AL,68767.5
PASSO DE TORRES,PASSO DE TORRES-SC,5575,4.8484215247,421225,4212254,SC,27029.95
PASSO DO SOBRADO,PASSO DO SOBRADO-RS,6237,2.9661295495,431407,4314076,RS,18499.75
PASSO FUNDO,PASSO FUNDO-RS,185882,1.9990387988,431410,4314100,RS,371585.33
PASSOS,PASSOS-MG,106735,3.3984149529,314790,3147907,MG,362729.82
PASSOS MAIA,PASSOS MAIA-SC,4578,12.6692878986,421227,4212270,SC,58000
PASTOS BONS,PASTOS BONS-MA,18055,0.3323179175,210800,2108009,MA,6000
PATO BRAGADO,PATO BRAGADO-PR,4867,1.787548798,411845,4118451,PR,8700
PATO BRANCO,PATO BRANCO-PR,69478,0.3526296094,411850,4118501,PR,24500
PATOS,PATOS-PB,99977,1.7505177191,251080,2510808,PB,175011.51
PATOS DE MINAS,PATOS DE MINAS-MG,138466,1.0981862696,314800,3148004,MG,152061.46
PATOS DO PIAUÍ,PATOS DO PIAUÍ-PI,6349,3.8226492361,220777,2207777,PI,24270
PATROCÍNIO,PATROCÍNIO-MG,85293,0.9469475807,314810,3148103,MG,80768
PATROCÍNIO DO MURIAÉ,PATROCÍNIO DO MURIAÉ-MG,5548,3.895998558,314820,3148202,MG,21615
PATROCÍNIO PAULISTA,PATROCÍNIO PAULISTA-SP,12811,0.6029201467,353630,3536307,SP,7724.01
PATU,PATU-RN,11634,6.799896854,240930,2409308,RN,79110
PATY DO ALFERES,PATY DO ALFERES-RJ,26099,0.0977048929,330385,3303856,RJ,2550
PAU BRASIL,PAU BRASIL-BA,12418,1.8598002899,292390,2923902,BA,23095
PAU D'ARCO,PAU D'ARCO-TO,4909,1.191688735,171630,1716307,TO,5850
PAU D'ARCO DO PIAUÍ,PAU D'ARCO DO PIAUÍ-PI,3821,32.1379324784,220779,2207793,PI,122799.04
PAU DOS FERROS,PAU DOS FERROS-RN,27547,2.6960634552,240940,2409407,RN,74268.46
PAUDALHO,PAUDALHO-PE,47337,0.3497475548,261060,2610608,PE,16556
PAUINI,PAUINI-AM,18938,0.0528038864,130350,1303502,AM,1000
PAULA CÂNDIDO,PAULA CÂNDIDO-MG,9377,2.1062173403,314830,3148301,MG,19750
PAULA FREITAS,PAULA FREITAS-PR,5691,1.3407134071,411860,4118600,PR,7630
PAULICÉIA,PAULICÉIA-SP,5750,7.7689130435,353640,3536406,SP,44671.25
PAULÍNIA,PAULÍNIA-SP,81544,2.1565657804,353650,3536505,SP,175855
PAULINO NEVES,PAULINO NEVES-MA,13195,0.3834785904,210805,2108058,MA,5060
PAULISTA,PAULISTA-PB,11945,0.5109669318,251090,2510907,PB,6103.5
PAULISTA,PAULISTA-PE,314302,0.2031517458,261070,2610707,PE,63851
PAULISTANA,PAULISTANA-PI,20416,6.2408894984,220780,2207801,PI,127414
PAULISTÂNIA,PAULISTÂNIA-SP,1898,1.0308746048,353657,3536570,SP,1956.6
PAULISTAS,PAULISTAS-MG,5016,1.7503987241,314840,3148400,MG,8780
PAULO AFONSO,PAULO AFONSO-BA,105837,1.5343705887,292400,2924009,BA,162393.18
PAULO BENTO,PAULO BENTO-RS,2149,4.8196835738,431413,4314134,RS,10357.5
PAULO DE FARIA,PAULO DE FARIA-SP,9378,1.9015717637,353660,3536604,SP,17832.94
PAULO JACINTO,PAULO JACINTO-AL,7752,11.7857327141,270660,2706604,AL,91363
PAULO LOPES,PAULO LOPES-SC,7198,7.117254793,421230,4212304,SC,51230
PAVÃO,PAVÃO-MG,9140,1.0084266958,314850,3148509,MG,9217.02
PAVERAMA,PAVERAMA-RS,7838,1.2018180658,431415,4314159,RS,9419.85
PAVUSSU,PAVUSSU-PI,4415,10.8342015855,220785,2207850,PI,47833
PÉ DE SERRA,PÉ DE SERRA-BA,14683,6.2445685487,292405,2924058,BA,91689
PEABIRU,PEABIRU-PR,13371,0.4203874056,411880,4118808,PR,5621
PEÇANHA,PEÇANHA-MG,17691,4.9423090837,314860,3148608,MG,87434.39
PEDERNEIRAS,PEDERNEIRAS-SP,42661,0.7089613464,353670,3536703,SP,30245
PEDRA,PEDRA-PE,20754,0.3040377759,261080,2610806,PE,6310
PEDRA AZUL,PEDRA AZUL-MG,25798,1.5640747345,314870,3148707,MG,40350
PEDRA BELA,PEDRA BELA-SP,6097,0.3067902247,353680,3536802,SP,1870.5
PEDRA BONITA,PEDRA BONITA-MG,6709,23.9855775824,314875,3148756,MG,160919.24
PEDRA BRANCA,PEDRA BRANCA-CE,42055,1.7871358935,231050,2310506,CE,75158
PEDRA BRANCA,PEDRA BRANCA-PB,3849,1.0885944401,251100,2511004,PB,4190
PEDRA DO ANTA,PEDRA DO ANTA-MG,3752,0.1305970149,314880,3148806,MG,490
PEDRA DO INDAIÁ,PEDRA DO INDAIÁ-MG,4058,5.0503055692,314890,3148905,MG,20494.14
PEDRA DOURADA,PEDRA DOURADA-MG,2203,4.3123014072,314900,3149002,MG,9500
PEDRA GRANDE,PEDRA GRANDE-RN,4030,31.533057072,240950,2409506,RN,127078.22
PEDRA LAVRADA,PEDRA LAVRADA-PB,7001,5.4013712327,251110,2511103,PB,37815
PEDRA MOLE,PEDRA MOLE-SE,2858,14.5167949615,280500,2805000,SE,41489
